name,albumID,trackNumber,releaseDate,spotifyURL
Stand By You,3521,1,2016-01-01,spotify:track:3kSXn1osC89W8JcPLozTzs
One Thing,4140,3,2012-05-25,spotify:track:5G2c6FsfTzgYUzageCmfXY
Wishing I Was There,3522,5,1997-11-10,spotify:track:7zrWPRYubwn8k8Id80LDCv
Hands Clean,3523,3,2002-02-25,spotify:track:2LVxvGhl2U5p2ql2ujc6vZ
Live Your Life,3524,5,2008-09-07,spotify:track:6jKeXDUCImQkNdwKJviCPw
Love Story - US Album Version,3525,3,2008-11-11,spotify:track:3vPcQctpI8eQxlIkzGaVju
Turn Off The Light,3526,6,2008-01-01,spotify:track:4pUqtEXcZiQxpP5FPciLmb
Arms Around Me,3527,1,2020-03-13,spotify:track:1QkaME1J8C8Pau6DHwkrIO
Hard Rock Café,3528,6,1977,spotify:track:5oLObQcGpeEjrOHpPY80F5
1901,7043,2,2009-05-25,spotify:track:2wZw2HaaLxmICIBSD2QAQL
Payphone - Edit,1354,2,2012-06-25,spotify:track:634uqj923AYB4QruuYeKHI
Give Me Something,2169,11,2015-09-11,spotify:track:5KwtMxjFSXoixWutWmxDee
How Would You Feel (Paean),153,11,2017-03-03,spotify:track:6PJ8FF6UR8FZXfEvpHkIVN
Bad,437,6,1995-06-16,spotify:track:3FvQH46A4B37eNHjooIXcu
Anti-Hero,891,3,2022-10-21,spotify:track:0V3wPSX9ygBnCm8psDIegu
Jackie - Radio Edit,3529,1,1999,spotify:track:325FgLfQLrjhAeLCBVNvLt
Making Memories Of Us,2298,6,2007-01-01,spotify:track:0Sg5kWoILCs2zBoIHIsDAa
I Need You,3530,8,1995-10-01,spotify:track:23QoOLhWKM7AdVgEWLGkKl
What Is Life - Remastered 2014,1008,5,1970-11-27,spotify:track:76TpWFiK5YCgw1hy26DWZp
I Forgot That You Existed,104,1,2019-08-23,spotify:track:43rA71bccXFGD4C8GOpIlN
Face Down,3531,4,2006-01-01,spotify:track:4wzjNqjKAKDU82e8uMhzmr
Hot2Touch,3532,1,2017-05-12,spotify:track:1sBhJGPUKrdRycgKxve70v
Freefallin - Radio Edit,3533,1,2011-06-14,spotify:track:7r7M8ZN5NVHxxFdkUzSKYQ
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,3534,1,2021-01-21,spotify:track:3iw6V4LH7yPj1ESORX9RIN
The Orange and the Green,3237,6,2014-03-01,spotify:track:4xmDwXBgfWYoshkeEL5B0R
A Good Heart,3535,1,1985-01-01,spotify:track:4umQbcdBF3YVsNBvvnFLiX
Trumpets,1548,5,2013-09-10,spotify:track:6jizk5lOUnfpaZXYMdfeC6
Lady Luck,3536,7,2014-01-27,spotify:track:66dq1YG0auwJN54rWMFfMj
Ugly Heart,3537,1,2014-07-29,spotify:track:3qqho4PnTn3zlMPBzWhFFD
Then The Morning Comes,3538,9,1999-06-08,spotify:track:50MfV7a1pnOEcf2t9kobxW
Groove Is in the Heart,3539,2,2005-04-19,spotify:track:2UVLuddklEVak5PXgC7baA
Da Funk - Radio Edit,3540,1,1995,spotify:track:1IBxtCOTtdU9StLpNK6wZh
Regulate,3541,1,1994-06-07,spotify:track:68pWLkspLFIfIPPtzyTkQy
Be Right There,3542,1,2015-10-09,spotify:track:1JBlWcwiTsQifo3FIzqLeh
Don't,330,4,2014-06-21,spotify:track:1huvTbEYtgltjQRXzrNKGi
Dancing In the Dark,1720,11,1984-06-04,spotify:track:7FwBtcecmlpc1sLySPXeGE
Bad Blood,3543,1,2015-05-17,spotify:track:3QdYxkiZu3ilLRHU6lXYvn
We Won't Run,820,5,2009-07-10,spotify:track:6fG3vZYXmaocQnKT8G2ZN2
Sun City,3544,1,1985-12-07,spotify:track:5fIooQsVIVja8kP3ojyAV7
I Love The Nightlife (Disco 'Round),4539,1,2012-01-01,spotify:track:6iaugnXQQE3Pq5t7IIS8Ed
West End Girls - 2001 Remaster,3546,2,1986-03-24,spotify:track:7FlwylpJSe3ea6m1IrkizS
Skinny Love,3801,2,2011-11-07,spotify:track:2hRMHB4ZEYrCBM0d0vVEdq
A World of Our Own,3548,1,2004-03-01,spotify:track:4yT58y8x563elQoCqCd9Lw
You Could Be Mine,5865,12,1991-09-18,spotify:track:1BDKqhEFRW5d9Y5CVXNUL1
Nobody's Perfect,5609,2,2011-01-01,spotify:track:1mj5HO7KEAopJDRZXRnESe
La La,3550,4,2004-01-01,spotify:track:3L36ZdKZm4T31s4oTvvXOX
Summer Rain,3551,1,2006,spotify:track:08jn5cU454h8B5QcdtpU1O
Like a Virgin,3552,3,1984-11-12,spotify:track:1ZPlNanZsJSPK5h9YZZFbZ
All Good Things (Come To An End),1470,15,2006-01-01,spotify:track:6kEpjptnAwt11Atr4cEMe1
Freestyler,3553,5,2000,spotify:track:47xLbuUdmD03ATrke934S1
I Fall To Pieces - Single Version,3554,1,1963-01-01,spotify:track:55Dg4JYgrNSiNg68vawaaI
Bus Stop,3555,3,1978-07-01,spotify:track:5rVj0WJEGMO0WQeX9GG4kh
I'm Ready,3556,3,2015-03-06,spotify:track:3oYbe2YVDCOaHhtzY7JEHs
Spiderwebs,5917,1,1995-10-10,spotify:track:4ZD6SiaJi75smnel0d7jl3
Move Your Feet,3558,3,2002-03-04,spotify:track:35kyKr5ArvTnFlldwR7JAD
Sunday,3559,1,2019-04-12,spotify:track:0YrPxxtE5Z82S4POLwguBy
What's Up?,4910,3,1992-01-01,spotify:track:7f0jXNMu2xjQUtmKMuWhGA
Stitches,3561,2,2015-04-13,spotify:track:1WP1r7fuvRqZRnUaTi2I1Q
"Love Me Like You Do - From ""Fifty Shades Of Grey""",3805,9,2015-11-06,spotify:track:3zHq9ouUJQFQRf3cm1rRLu
Rope,497,2,2011-04-12,spotify:track:7v0mtl6oInUtHOmTk2b0gC
Universal Soldier,3563,13,1965-10-22,spotify:track:2JHs0rSCXLxdaDEyUoAkcz
Given to Fly,3564,4,1998-02-17,spotify:track:3vL9lPWBuv0ZR3c5YmdhDl
On a Carousel,3352,19,2010-02-19,spotify:track:0zV8gHHcSVDy9czQWrztC3
Dolphin's Cry - Live At The Paradiso,3565,4,2008-11-07,spotify:track:3YXRA8xdHcz2WSAN0m9g6z
Substitute,3566,1,1978-07-01,spotify:track:52LIpoHz2CL21G21C1VcPz
Hurts So Good,3567,1,1982,spotify:track:67eX1ovaHyVPUinMHeUtIM
Love Grows (Where My Rosemary Goes),3568,1,1970-01-01,spotify:track:5Ts1DYOuouQLgzTaisxWYh
Wherever I Lay My Hat (That's My Home),3569,3,2003-07-01,spotify:track:04N18CfIbOJPnVLGOKgJNB
Swallowed,3570,3,1996-11-19,spotify:track:11QjTiAYuiJicKiZHeT0OD
Whip It,3571,3,1980,spotify:track:4sscDOZCkbLSlDqcCgUJnX
Too Much,739,3,1997-01-01,spotify:track:1RQnYh2xw2BPpnzQFbO5r5
I'm In Control,3572,7,2016-09-16,spotify:track:6SLTPbDxDYR0uSMTT7gSb7
Keep Us Together,2046,11,2014-10-10,spotify:track:2qQ7QMDYUhAYOJyp2NztjZ
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song - Re-Recorded In Stereo,3573,10,2008-08-05,spotify:track:5XemaWz3MyU88H5OwifY7s
Mellow Yellow,3574,1,1967-03,spotify:track:4cix9zymmhisLuM56RDcB7
For Your Eyes Only,3575,12,1981,spotify:track:4jRJWlkCn3pAwezfqFODU3
Catch - Radio Edit,3576,1,2014-02-14,spotify:track:4oJlQHvcgGMcnPdEsDVqNq
A Lover's Concerto,3577,8,1966-02-18,spotify:track:1aHzUrj07etvwKomVnB6aG
Our Perfect Disease,2153,1,2011-04-22,spotify:track:3MWxrle9cpyWpHxaoGKFFR
Teardrops - Single Version,3578,2,2007-01-01,spotify:track:5HiKQLlJ3LAuz8J9yHB0HX
Who Put The Bomp,3579,15,2015-03-13,spotify:track:4GmoKQoOE3NSYQO1xMcsIw
You And I,3580,16,2011-05-23,spotify:track:1ADciGUxOaUbBFd0rpYx7d
Love Like This,3516,13,2009-02-20,spotify:track:773vrxAjEGToyXjOR06mfb
Breaking the Habit,3581,9,2003-09-16,spotify:track:6n8TMVyFKoUmDc4apxceRD
Kiss You All Over,3582,10,1986-09-23,spotify:track:3FGcQkWQlkeB82RdZwlw8V
Step Back,1670,10,1966-01-01,spotify:track:540f3QAeiRsbW9K4IETLdW
"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",872,6,1984-01-01,spotify:track:7zIfO64TEMTe2O1P9XlnkR
Broken Leg,141,3,2009-01-01,spotify:track:32G0h9eJinZuDu89USLU2V
The Devil Went Down to Georgia,3583,6,1979,spotify:track:6gRACp2CvsIhc7hyw8CecQ
Are You Old Enough,3584,8,1988-08-16,spotify:track:659uoDxjIVHj61UmPyNG0y
Right There,3585,15,2011-01-01,spotify:track:37zRksHz9dKYuhDoQfXJo3
Sway,3586,8,2008-01-01,spotify:track:0Zp4ug4hxrI798Ub5gy2qx
Inside Out,3587,1,2016-11-11,spotify:track:5fJJ2CZpXteg4wR7p9zLXL
Misery,1099,2,2008-05-20,spotify:track:4bvTJU3T4h32HsXmrQmn3r
Take Me To Church,3588,1,2014-11-06,spotify:track:2EiGECydkS2M8OCcRHQZhT
Every Little Step,3589,5,1988-06-20,spotify:track:3PAYDLeC1RxDIbzi9hZYne
My Sentimental Friend,2585,3,2008-08-04,spotify:track:5tNGlxadhL1pajDYFiKPy6
Slow Hands,3590,1,2017-05-04,spotify:track:167NczpNbRF7oWakJaY3Hh
Love Yourself,3591,5,2015-11-13,spotify:track:50kpGaPAhYJ3sGmk6vplg0
Heartlines,3592,4,2016-06-24,spotify:track:1dy87UPkQpsA4fLpD6b8u1
I Wanna Love You,1939,4,2006,spotify:track:6NncjnSD7JLEetWb9KqMRY
Something's Missing (In My Life),3593,2,1979-06-01,spotify:track:5rLdjZwKEVEH0NPCVGk43s
Another One Bites The Dust - Remastered 2011,328,3,1980-06-27,spotify:track:5vdp5UmvTsnMEMESIF2Ym7
Oath (feat. Becky G),1568,5,2012-10-02,spotify:track:6D0QtayzCNVKoIZ8IX2npw
Keep on Loving You,3594,2,1980,spotify:track:4rcHWl68ai6KvpXlc8vbnE
Livin' la Vida Loca,3595,1,1999,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd
When Tomorrow Comes - Remastered Version,1651,3,1986-06-30,spotify:track:37ChXB1nAYEFkzhNhgLt39
Used To Love (with Dean Lewis),3596,1,2019-10-31,spotify:track:7pWK1kMgHy5lNNiIfuRbkP
We Are Young (feat. Janelle Monáe),4913,3,2012-02-21,spotify:track:7a86XRg84qjasly9f6bPSD
You Make It Real,3598,3,2008-01-01,spotify:track:1Yw6ViCo3tuufI0Hg4mzSU
Let It Go,3599,1,2014-06-03,spotify:track:1XFYs8doNArJcIdbUEMEDB
Winchester Cathedral,3600,1,2009-07-20,spotify:track:55gmQUKsapiYVmiz4NyC0J
Zebra,3601,1,2003-12-01,spotify:track:2eiM9kila9dNq3Qxqe8VK4
Play That Funky Music,3602,1,1976,spotify:track:5uuJruktM9fMdN9Va0DUMl
Sad,2746,18,2012-01-01,spotify:track:4MAxq4eEuuyE97wodPnisY
Mysterious Ways,1443,7,2006-01-01,spotify:track:6ZPRExukAxweKNOHkBUZ4O
What's Love Got to Do with It,3603,12,1993,spotify:track:4kOfxxnW1ukZdsNbCKY9br
Why Won't You Explain,3604,1,1981,spotify:track:4tTf4ZJSJeKYTFwkZ1RLH2
Real World,1995,1,1996-10-01,spotify:track:70fe354BpVKEvMY0de78YO
As I Lay Me Down,3605,8,2003,spotify:track:4x6gUDeNzAB273nhsNIeuG
Jerusalema (feat. Burna Boy & Nomcebo Zikode) - Remix,3606,1,2020-07-09,spotify:track:4aX4pkZnzrqGDQ2S2XJsmQ
Right Here Waiting,1219,5,1989-01-01,spotify:track:4LFwNJWoj74Yd71fIr1W8x
Matthew & Son - Stereo Version,3607,1,1967-03-10,spotify:track:4KPq1367Nd9DtkmSmPsycY
Thnks fr th Mmrs,3608,7,2007-01-01,spotify:track:18GC3F8YPGB8CePXcTUizQ
Still Fighting It,3609,3,2001-08-29,spotify:track:17VdFYdW18VZgyZdXTuvHg
Vision of Love,1242,1,1990-06-12,spotify:track:0gLQ6jhJsyYfl7PrD1RZ7X
White Noise,2882,3,2008-01-01,spotify:track:4rZtjSXxcGkRutV0GiBEgp
Coming Up - 2011 Remaster,3610,1,1980-05-16,spotify:track:3HCQPIYsCT6JBf79KdYtA4
Feel It - Radio Version,3611,1,1998-01-12,spotify:track:3tfVgoh2zXTq0rpPcm3Vvy
Home,3612,5,2005-02-08,spotify:track:3lyLqIn8mybyEFTs8JJaLf
Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),3613,1,2020-11-06,spotify:track:5l0nX3AhmmF717aKSs8qSH
Love Plus One,3614,2,1982,spotify:track:4vwLjB2NRtl9b34jRe6cWd
Two Is Better Than One (feat. Taylor Swift),3615,4,2009-09-07,spotify:track:1MaqkdFNIKPdpQGDzme5ss
Last Train To Trancentral - Live From The Lost Continent,3616,4,2021-01-01,spotify:track:3EJDX96b1RHCREPEZyBdhd
Roadhouse Blues,3617,1,1970-02-09,spotify:track:1Q5kgpp4pmyGqPwNBzkSrw
Tubular Bells - Pt. I,3618,1,1973-02-01,spotify:track:7ERSQrRptZVM7q3VOdM7OL
Up,3619,1,2021-02-04,spotify:track:4x68ANg3fJgpzEqvNSCvWh
In the Ghetto,3620,12,1969-06-17,spotify:track:7KWoeBqSdZHEloYKVxssfG
Uh La La La,3621,9,2008-03-16,spotify:track:1ahAVyeP1B027c03NlVSRd
Don't Stop Me Now - Remastered 2011,2941,12,1978-11-10,spotify:track:7hQJA50XrCWABAu5v6QZ4i
Don't Let Go (Love),2887,4,2001-08-21,spotify:track:6zmRoCPjIZA9ysAVBYiU9Z
"Never Knew I Needed (From ""the Princess and the Frog"")",3622,1,2009-11-16,spotify:track:0xdRi3MDWHvqOED2nvhe3L
"Mrs. Robinson - From ""The Graduate"" Soundtrack",3623,10,1968-04-03,spotify:track:0iOZM63lendWRTTeKhZBSC
Pretty Girl - Cheat Codes X CADE Remix,3624,1,2017-03-03,spotify:track:39IsH7B5byx8NRlEKlZVg9
Home,3625,3,2009-02-03,spotify:track:7bkUOZXh8FDTcQmeAP9r6n
I'm with You,414,4,2002-06-04,spotify:track:1jlG3KJ3gdYmhfuySFfpO1
Blah Blah Blah,6179,6,2010,spotify:track:0rlTAl25usHDCFxw5T08dA
Starlight,3626,2,2001-01-01,spotify:track:5luWJxS799LLp2e88RffUx
The Look,1000,1,1988-10-19,spotify:track:0ZfM5XfJTtFPhOxAERRnNY
Baby It's You,3627,1,1978-05-13,spotify:track:6aSB6i7gxdmPwa2SfpaTpK
All You Need,3628,4,2005-10-09,spotify:track:3ZP4dDCVQ1wk2asZk789kX
(Just Like) Starting Over - Remastered 2010,2681,1,1980-11-17,spotify:track:7tqQI7nmRAqX0g8bIYDXmF
Incredible,765,5,2012-08-24,spotify:track:6pDI3J5Cyt5cCauyWYYuS6
Pyro,3364,3,2010-10-19,spotify:track:0Xy9xPPs2zRRFqljGqKXel
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",3629,1,2017-06-02,spotify:track:6UXoE1DEpHFwmPT1fGS7av
I Remember,3630,2,2011-09-09,spotify:track:7bWCQHQh8xBbd83RRXR0II
Somebody's Crying,1992,2,2012-01-01,spotify:track:1UH4AtG1GAXi5dNpYY5fOb
Your Body Is a Wonderland,3631,4,2001-08-16,spotify:track:7vFv0yFGMJW3qVXbAd9BK9
Bad Romance,3632,1,2009-01-01,spotify:track:1CZOrmHUUjeDP7N2B4Ba6S
Something So Strong,7307,6,1986,spotify:track:5PZTuGuAEb9tavQklihOaR
Lola,3633,5,1970-11-27,spotify:track:0UAJH0k4k3slcE83a9UGCe
"How Come, How Long (feat. Stevie Wonder)",1606,9,1996-10-29,spotify:track:6kTakcO9wwXh8tEqmJSV8h
Tuff,3634,1,2003,spotify:track:2smFxko1zyj5QA7mWDTNIw
I Don't Want A Lover,3635,1,1989-01-01,spotify:track:26wqIUptf8HaWyESxVNuHr
Over The Rainbow,3636,9,2014-06-06,spotify:track:40IpRI7wP0gLbIeuSnOO8M
I Fought the Law - Single Version,3637,43,1998,spotify:track:6Um3XCAxl9YfFmAnGl93xc
I Feel Fine - Remastered 2009,2482,14,1988-03-07,spotify:track:1Q7gCIpOjIIU0bUKcGzrG4
Thunder in My Heart Again (Radio Edit),3638,1,2016-03-25,spotify:track:5loIRrZU3ez3r102qFzJI2
You Only Live Twice,3639,13,2006-04-25,spotify:track:7e3RGqZ2FkFmcInDdgfJze
Dedicated To The One I Love,3640,2,2005,spotify:track:0gcJYi0reGtzqF3WzQHG0I
Party Rock Anthem,7442,3,2010-12-01,spotify:track:4650WGL6InVqP7YN5POqIz
Shallow,3642,12,2018-10-05,spotify:track:2VxeLyX666F8uXCJ0dZF8B
Thriller,1588,4,2008-02-08,spotify:track:3S2R0EVwBSAVMd5UMgKTL0
d.a.f,3262,9,2011-01-01,spotify:track:05KszEaueVtod0ROmFrcxn
What a Fool Believes,3643,2,1978,spotify:track:2yBVeksU2EtrPJbTu4ZslK
Adore You,1095,3,2019-12-13,spotify:track:3jjujdWJ72nww5eGnfs2E7
A View to a Kill,696,3,1998-11-09,spotify:track:3O9zeBmAi5JRBMSpIQGx2v
Russian Roulette,2432,6,2009-11-20,spotify:track:2e2XwMMNEdERsHLpOg7aEM
Never Gonna Give You Up,5548,1,1987-11-12,spotify:track:4uLU6hMCjMI75M1A2tKUQC
Out With My Baby,3644,7,2010-11-19,spotify:track:7BB7wL3mHd7kVslimbTqGw
Raincloud,3326,1,1997-01-01,spotify:track:3xoAQkH410WVVQOfvwcAqu
Lonely (with benny blanco),3645,1,2020-10-16,spotify:track:7HWetAoWK9qkFM575HONAY
Shaka Jam - Radio Edit,3646,1,1994,spotify:track:2HXmVCs1kJrJlOo0HJJkSH
Cassandra,3647,5,2006-07-15,spotify:track:79ceMo37JJnDgz2U4AIR79
Girl Crazy - 2011 Remaster,3648,1,1982,spotify:track:5LhVyL9Epc7QaAgKEsIXY6
I Got You Babe,3649,12,1985-01-01,spotify:track:07itbZUgkAmBi4CEH5NniJ
Don't Be Cruel,3650,2,2022-02-18,spotify:track:1mPt6pPmOcVYFsVqT2N03V
Got to Be Certain,470,2,2006-08-05,spotify:track:1D7WYNNdz27qV6HFxfmw0K
Say You Will - 2008 Remaster,1292,21,2008-07-08,spotify:track:6oXa5pLk2L2ZfmeUPHxP35
I Should Have Known Better,3651,7,2003-01-01,spotify:track:1A6X8840ZrptR1oJu8skSW
Wuthering Heights,3652,6,1978-02-17,spotify:track:5YSI1311X8t31PBjkBG4CZ
Over My Head (Cable Car),3653,2,2005-09-13,spotify:track:1N62wozuHCvczCkY4QidpP
I Miss You (feat. Julia Michaels),3654,11,2018-11-30,spotify:track:0Ult84lvFuqNvbyXwyRQ58
Black or White - Single Version,3655,9,2005-07-19,spotify:track:2Cy7QY8HPLk925AyNAt6OG
Crimson & Clover,3656,19,1989,spotify:track:0I4yYE831a8SW8QIx6bz4x
Seventeen,3657,5,2009-01-01,spotify:track:0PlyPJ1MKfuQk29El1oWkU
Nowhere Man - Remastered 2009,3658,4,1965-12-03,spotify:track:5SUlhldQJtOhUr2GzH5RI7
In The Air Tonight - 2015 Remastered,3659,1,1981-01-01,spotify:track:18AXbzPzBS8Y3AkgSxzJPb
Gold Digger,3660,4,2005-01-01,spotify:track:5XJJdNPkwmbUwE79gv0NxK
CHANT (feat. Tones And I),3661,1,2023-03-03,spotify:track:7ICMhHYyv1vM3S1XzcEFIq
Every Rose Has Its Thorn - 2003 Remaster,3662,8,1988-03-21,spotify:track:43GS3mtezoIFiuIZCLLiDY
Words Are Not Enough,3663,3,1979-01-01,spotify:track:0mbE6Og3HBzKmafxSzvQjp
More - RedOne Jimmy Joker Remix,3664,1,2010-11-22,spotify:track:0aBKFfdyOD1Ttvgv0cfjjJ
no tears left to cry,1975,10,2018-08-17,spotify:track:2qT1uLXPVPzGgFOx4jtEuo
On My Way,3665,1,2019-02-01,spotify:track:30w9SEmvLQTrWf9LFxA7IO
Mr Mysterious - Single Version,3666,1,2010-01-01,spotify:track:5hAwt1qOVxErw456dGVLmi
Mmm Mmm Mmm Mmm,3667,3,1993-04-05,spotify:track:76nvqWPFucUra1xCkN1tnD
Human,1875,1,2017-02-10,spotify:track:58zsLZPvfflaiIbNWoA22O
Over & Out,3668,14,2009-09-28,spotify:track:2RC7ChxXoEhpTmlkAQzVNP
Sorry,343,3,2005-11-11,spotify:track:55whbebR4olz2HHcRQa2kx
Hey There Delilah,6235,13,2005-01-01,spotify:track:4RCWB3V8V0dignt99LZ8vH
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",3670,4,2017-06-22,spotify:track:3DXncPQOG4VBw3QHh3S817
United We Stand,3671,1,1994-01-01,spotify:track:7zprGKxSOueSzoB4qjgM4U
Super Freak,3672,5,1981-04-07,spotify:track:2dCmGcEOQrMQhMMS8Vj7Ca
Die In Your Arms,3346,8,2012-01-01,spotify:track:6RgSSndg8PUH2UcaCgia5V
Eyes Shut,3673,6,2015-07-10,spotify:track:518zXKRiPKL5RhMddyXkBB
Sacrifice,3674,7,1989-08-29,spotify:track:0yhDca7Z4TOiEejtAx6R3g
Dancing With A Stranger (with Normani),3675,1,2019-01-11,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki
Maggie,3676,60,2017-04-04,spotify:track:3UjxO35ogJAaSLi6h1jgbr
Secrets,3677,3,2009-01-01,spotify:track:4zweVv3Wa6XgexhoUOzkYs
Peer Pressure,3678,1,2019-05-10,spotify:track:4RE3vueod5PL48rvHtuu9C
Love Love Love,3679,1,2011,spotify:track:2xBmOFFbjtgCgl9vciZsj6
Earthquake (feat. Tinie Tempah) - Radio Edit,3680,3,2011-10-23,spotify:track:7CR5YKdvJj0bzUnWOfn2Yy
The Itch,3681,1,2001-01-30,spotify:track:3t7sGit21WDOjYkqh3Y9yB
100% Pure Love,3682,4,2015-12-11,spotify:track:2EK2AZ0MYNsO8cgkC6DwAT
In the End,3683,8,2000,spotify:track:3tSmXSxaAnU1EPGKa6NytH
Where Did I Go Wrong,3684,7,1988-01-01,spotify:track:58fOMJ6wNZrptyUfp3yvYL
Your Love,3685,2,1985-06-29,spotify:track:4oDZ5L8izBals6jKBJDBcX
Let Her Cry,133,3,1994-07-01,spotify:track:6NGi23FFKq9tH5NR1NcTw2
Hero,2914,2,1993-08-31,spotify:track:4FCb4CUbFCMNRkI6lYc1zI
Unbreakable,3686,1,2015-09-04,spotify:track:0qV46pQUvzzq0pgibcm9Ut
Monsters,3687,4,2001-07-04,spotify:track:7glzqUBop8ap2uWx9J0SC6
Mamma Mia,4796,1,1975,spotify:track:2TxCwUlqaOH3TIyJqGgR91
Easy Lover,3688,6,1985-05-05,spotify:track:3BSRcRHsiEy4ooWA7jw7Wg
STAY (with Justin Bieber),3689,1,2021-07-09,spotify:track:4kux0P5UfguojB4h0lQnsj
True Blue - 1986 Version,3690,7,1986,spotify:track:0ZvsBTqdcOKdvQSV11YG9V
Live It Up,4294,16,2015-10-02,spotify:track:5gTzTrw6ORSPWK9qxVKCnf
Enough (feat. Gizzle),3691,6,2016-07-01,spotify:track:42ziF34uW56yqVpDQKLVp9
They Don't Care About Us,437,2,1995-06-16,spotify:track:3wuCCNCnBhJlwkIJTBZFiv
Strut,3692,1,1984,spotify:track:6gFIFMI3tsrM5QojcvVMfZ
SOS (feat. Aloe Blacc),3693,3,2019-06-06,spotify:track:2x0RZdkZcD8QRI53XT4GI5
You've Got Your Troubles - Remastered,3694,7,2015-11-07,spotify:track:4g2B1iGsws8hpI5c2Rx7Ko
What If,637,5,2010-02-26,spotify:track:4qiVbHlE4gdQHM79Hx4hPD
Nine in the Afternoon - Single Mix,3695,2,2008-03-24,spotify:track:3oap5wNMWwX1dT3AVKwLzH
Toothbrush,2494,5,2016-11-18,spotify:track:0CNjoQozZP0mB9rKVdrKGx
Save Your Tears (with Ariana Grande) (Remix),3696,1,2021-04-23,spotify:track:37BZB0z9T8Xu7U3e65qxFy
Secret,1111,15,2009-09-18,spotify:track:0yv6BYFfviMImtUPwzEXQp
The Very Thought of You,252,6,2016-10-21,spotify:track:1eFOYKVociYWN0RwUgJFvY
Sorry,3591,4,2015-11-13,spotify:track:69bp2EbF7Q2rqc5N3ylezZ
If It's Love,4268,6,2009,spotify:track:5v2IyRFbo4cEc2vZyGTAs0
Just a Gigolo / I Ain't Got Nobody,3698,2,1985-01-15,spotify:track:7KB4SeLfd4Ko7rjByIuiOx
Stagger Lee,3699,26,1996,spotify:track:2ZcNJZJZlXP9GFBqnBwBON
Something In The Air,3700,1,1969-01-01,spotify:track:0emd9tHSVP4dK6UG4pcOFD
All Those Years Ago - Remastered 2004,3701,4,1981-06-01,spotify:track:32fKHW6Eac4yBXn9WY7Aic
Need U (100%) - Radio Edit,3702,1,2013-01-01,spotify:track:6FKEKabBd5U1zFsALjml4l
Nevermind,3703,1,2017-06-30,spotify:track:63SevszngYpZOwf63o61K4
Cuz I Love You,3704,1,2019-04-17,spotify:track:0c55VBoJ66KEqYtUFryoFI
The Day Before I Met You,3705,15,2014-11-21,spotify:track:41UNhdanhm2iPiwxzt3iZH
California Gurls,1040,3,2010-08-24,spotify:track:3f7gYMirBEKuc57218BjOY
Can't Let You Go (feat. Mike Shorey & Lil' Mo),3706,5,2003-02-01,spotify:track:6lrRIfQDcikJ5y5DtyZPuJ
So Yesterday,3707,6,2005-01-01,spotify:track:0hb4WhqDKbFV0H17HGy47u
This Is How We Party,3708,3,1998-03-17,spotify:track:42yb3aUH2iUYzbcIelm2f9
So Sad The Song,3709,7,2013-01-01,spotify:track:5dnCAH77Y38EqhOKrw4A6G
Enemy (with JID) - from the series Arcane League of Legends,3710,1,2022-07-01,spotify:track:3CIyK1V4JEJkg02E4EJnDl
Five More Hours,3711,26,2017-03-31,spotify:track:3MOECVkNshqHYTPt5DZcdN
Never Ending Story,3712,1,1984,spotify:track:2IAQnOWKWjj1iA166KznVd
Kryptonite,3713,1,2007-01-01,spotify:track:3bbUkaQYGQHkx1TJi7gPSL
Wild Thoughts (feat. Rihanna & Bryson Tiller),3670,3,2017-06-22,spotify:track:1OAh8uOEOvTDqkKFsKksCi
Sugar Me,3714,1,1973-03-10,spotify:track:3YyRYbYOpR3LrPUL1B41Mx
I Lived,6623,5,2013-01-01,spotify:track:7pzdiluN2tVrxsFGyM2Asc
Stranger (feat. Elliphant),3716,1,2016-10-21,spotify:track:0jVPEBd4wyHupkTHwzQRyc
To Be Human,3717,15,2017-06-02,spotify:track:1Quf5Hv5j6az3QavlmZiQG
Music Sounds Better With You - Radio Edit,3718,2,1998-07-20,spotify:track:1mv4lh1rW1K6xhxhJmEezy
Stack It Up (feat. A Boogie Wit da Hoodie),3719,2,2019-12-06,spotify:track:51as6hlkLOl04nFxsse2Fk
"Take My Breath Away - Love Theme from ""Top Gun""",3720,5,1999-01-01,spotify:track:15MJ5NThPjj6xhPcts8MiY
Stupid Love,1548,9,2013-09-10,spotify:track:4gnOpKlv94UlMJem9sU1jd
Back to You (feat. Bebe Rexha & Digital Farm Animals),3721,1,2017-07-21,spotify:track:7F9vK8hNFMml4GtHsaXui6
you broke me first,3722,1,2020-04-17,spotify:track:45bE4HXI0AwGZXfZtMp8JR
Right Round (feat. Ke$ha),1848,5,2009-03-23,spotify:track:1GTC0gBd5B8YmVf3tRl9Ln
High Hopes,3723,4,2018-06-22,spotify:track:1rqqCSm0Qe4I9rUvWncaom
Wild Ones (feat. Sia),925,2,2012-06-22,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3
