songID,name,albumID,trackNumber,releaseDate,spotifyURL
6886,Jackie Chan,5529,1,2018-05-18,spotify:track:49ziHtycEUnbFQtE8e8slt
6887,Jack & Diane,3566,2,1982-01-01,spotify:track:43btz2xjMKpcmjkuRsvxyg
6888,Don't Stop (Color on the Walls),392,4,2011-05-23,spotify:track:4HRa9ZWcmZ8JD7UySPu0wT
6889,Don't Stop Movin' - Radio Mix,5530,1,1997-01-01,spotify:track:5cIU5GZBbyMfgfXGcoQVYc
6890,Rock On,1350,2,1996-01-08,spotify:track:7aMLQavs9eIki5fllOn4sx
6891,Reeling In The Years,5531,10,1985-01-01,spotify:track:3Xe4JagghOfs9NF1xaqbb8
6892,I'm Not Alone - Radio Edit,1400,6,2009-08-17,spotify:track:07POri5O6Xu0aVZzlvOcpy
6893,Love Is Like Oxygen,4092,18,2015-09-25,spotify:track:5ujBlp0aOSfDZuY2nWM2Tt
6894,imagine,2030,1,2018-02-07,spotify:track:1TuSAhOzTqoFf7BZxBl6nz
6895,Wheels,1272,14,2009-11-03,spotify:track:3KsatAMRt1a7iryhWt5I8U
6896,Theme from S-Express,5532,3,2007-12-10,spotify:track:1ZT36B4fO2R7rBCGRb3XIM
6897,Damn I Wish I Was Your Lover,3604,1,2003-01-01,spotify:track:0RmEn2jcbyrLV4em3bnDZJ
6898,Down Again,5533,1,1998-01-01,spotify:track:6U8koDtkewQRZPl4X3xQxs
6899,Kings & Queens,5534,1,2020-03-12,spotify:track:76nqCfJOcFFWBJN32PAksn
6900,Ruby,5535,1,2007-01-01,spotify:track:0N5x5UmYcbBeHFJtCCqf62
6901,willow - dancing witch version (Elvira remix),5536,1,2020-12-13,spotify:track:2NnrAdjE9cPdMklonMBuAv
6902,Georgia,5537,8,2014-09-05,spotify:track:1Kvbih7Ebm4bkPinpSottk
6903,I'll Take You Home Again Kathleen,5538,3,2008-05-04,spotify:track:0lr3Z5RY1mO9M8MHpM1GXN
6904,If I Were a Boy,3470,5,2008-01-01,spotify:track:1oQZk2bKBLgP1cbuFKvjkq
6905,Slow,5539,1,2003-11-10,spotify:track:0cVPcw9fUQyEf5ptpSjgig
6906,Heaven & Hell - US Single Version,5540,13,1967-01-01,spotify:track:0GmtIUZe8STZOT6jDBC69l
6907,Tightrope,1666,5,2012-06-19,spotify:track:5q0hJUZKzqeyN5buirEf6B
6908,Omen,5541,2,2015-09-25,spotify:track:4YXadYEqepJdfH4UNZtJI0
6909,Have You Ever Been in Love - 2010 Remastered Version,297,12,2010-08-20,spotify:track:2jyFtCGH9BUNgJcY6zrh3J
6910,Don't Trust Me,5542,1,2019-09-06,spotify:track:3bsDo5vjjJI7O8VuytGIrc
6911,One Chance To Dance,5543,1,2017-10-20,spotify:track:0ZciUwSSqAqYzWBPUBK9Su
6912,Ca plane pour moi,5544,1,1998-02-06,spotify:track:71yCMlsD6qbD7NmNUEoVNR
6913,Lost It All,298,6,2016-03-25,spotify:track:3LTETRQAhfTHZIepuZkGM0
6914,Love Story,2663,9,2008-11-11,spotify:track:5hnJCRSo4pxRsaEwT9YusG
6915,Heart-Shaped Box,2441,9,2002-01-01,spotify:track:6EvgWSbWmQelxrQBmhEdXh
6916,Doctor Jones - Original Version,2353,5,1997-01-01,spotify:track:2biWKOdQ3jXHJPTzk0ZMZD
6917,Beatnik Fly,5545,4,2010-09-20,spotify:track:0keSRaydiSOTh2g65Xsdv6
6918,Thunderstruck,5377,1,2012-11-01,spotify:track:32pdw9gyCQrgiXWnCpGm3t
6919,Hold Me,5546,4,1988-11-21,spotify:track:4kRMsLX7bJqjIfK44qJ9h6
6920,Single Ladies (Put a Ring on It),3470,1,2008-01-01,spotify:track:557un1HgwYMuqfWGSTmnxw
6921,Never Gonna Give You Up,5547,1,1987-12-08,spotify:track:7GhIk7Il098yCjg4BQjzvb
6922,Will You Be There (In The Morning),5548,9,1993-11-16,spotify:track:78fh8ymSUdo9oWkShDZbT8
6923,Beautiful Day,6902,1,2000-01-01,spotify:track:0gzqZ9d1jIKo9psEIthwXe
6924,What Lovers Do (feat. SZA),5550,2,2017-11-03,spotify:track:04JL2liXXV9B9coeGuUsPw
6925,Hit 'Em Up Style (Oops!),5052,6,2003-06-11,spotify:track:0ho4ac5tM9CNcmeIElhadF
6926,Calypso,5551,5,1996-01-01,spotify:track:6qWG7dpOSs5dfgJ7d35am5
6927,Turn Me Loose (feat. Savage),5552,3,2007-11-24,spotify:track:5GHaHtfMdvDu5pGNuHLgOq
6928,Don't Cry - Remastered,867,2,2001-10-30,spotify:track:6rdBDD7NUXE26qs2MJSrkm
6929,I'm Real,4269,2,2001-01-23,spotify:track:3tnxGMetnz5YVivUWJJ8ay
6930,Malibu Nights,5553,9,2018-10-05,spotify:track:0Eqg0CQ7bK3RQIMPw1A7pl
6931,Fools Gold - Remastered 2009,5554,12,1989-05-02,spotify:track:2mv6GY70UsHiTCGQZ4JfgC
6932,I Get a Kick Out of You,5555,4,1974-01-01,spotify:track:0Wz8GXFNbt4Llcx5DlyF1p
6933,Abuse Me,1915,3,1997-01-01,spotify:track:6lgsxp4M1RmnkivCqp6kPa
6934,Break Up Song,5556,1,2020-03-27,spotify:track:3fEoJxnPpfIHwFHKiFtqbA
6935,Ice Ice Baby,5557,1,1990-01-01,spotify:track:11d9oUiwHuYt216EFA2tiz
6936,The Ballad of Mona Lisa,5558,1,2011-03-18,spotify:track:5rLi8B8qgk6qThwRnKHW2P
6937,Day 'N' Nite,5559,9,2020-04-17,spotify:track:4FVjmaPhlAT0hoTlUBHJIQ
6938,Riptide,5537,4,2014-09-05,spotify:track:3R1Xa7LkesYpNI3v6fslKi
6939,Devil Inside,5560,3,1987-01-01,spotify:track:0sTnQus7pGewDC0UHSyRDS
6940,Royals,5561,3,2013-01-01,spotify:track:7BFI9QZPQKgYuR2HhDgwbG
6941,The Special Two,3019,10,2004-01-01,spotify:track:57FlM19L7CMprNvyQxKTTe
6942,The Longest Time,5562,3,1983-08-08,spotify:track:5DH7nDryMhpixm4G4B7RP9
6943,Heartbreaker (feat. Jay-Z),5563,1,1999-11-02,spotify:track:0jsANwwkkHyyeNyuTFq2XO
6944,Circus - Remastered,4409,9,2014-07-29,spotify:track:0sWH7Tl6GHiXdbG89xnfyl
6945,Down,5564,3,2009-01-01,spotify:track:7LP4Es66zdY7CyjepqmvAg
6946,Listen With Your Heart,5565,1,2004-12-10,spotify:track:13SmYqwwvcYbxXwPSY9JJt
6947,No Rain,5566,7,1992-01-01,spotify:track:6txWz9UapYHVxEd7dDIHXT
6948,Tell Her About It,5562,5,1983-08-08,spotify:track:6kCJMxv445L2okuTiou1fR
6949,I Like It Like That (feat. New Boyz),489,1,2011-11-25,spotify:track:6eFahAdQgABBj1XOM99cBG
6950,Love Sex Magic (feat. Justin Timberlake),5567,2,2009-05-01,spotify:track:1BIENruTnjKdB7HD2YIlRr
6951,Touch It,5568,53,2017-09-22,spotify:track:6qWeRd0JQZRmzRUUmjF3Ps
6952,Everytime,4694,12,2003-11-13,spotify:track:0dRhSF9LV0HR8Jwd3MMMKJ
6953,Can I Get A Witness,263,13,1988-01-01,spotify:track:4UHT2TNx5R1077yS7C7vpL
6954,Wooden Heart,5569,1,2013-05-15,spotify:track:1FI8lDItTWvHOT1c2Lr3os
6955,You Keep Me Hangin' On,5570,1,1967-01-23,spotify:track:4a01ClusxuZiloOK5UgLUn
6956,Tutti Frutti,5571,1,1957-03-01,spotify:track:2iXcvnD3d1gfLBum0cE5Eg
6957,Everybody's Fool,4539,3,2003-01-01,spotify:track:3uyL7AEiz5Z4de6yxl576g
6958,Sunroof,5572,1,2021-12-03,spotify:track:4h4QlmocP3IuwYEj2j14p8
6959,Be Alright,5212,3,2016-05-20,spotify:track:6f5TuB9WtbA1g49A4DcMQ4
6960,Never Let You Go,4833,6,2006-07-06,spotify:track:2CJortoJwyiM7EeFvrLUZB
6961,That's the Way It Is,5573,7,2008-01-01,spotify:track:1OegNbothtDZA2Sz34RpGr
6962,Jerk It Out,5574,6,2002-01-01,spotify:track:5XMjXjwCkJVmk0AHm7z8IV
6963,We Belong,5575,2,1984-01-01,spotify:track:665Jxlgi1HamPKbW1vwzx4
6964,Mr Mysterious - Single Version,5576,5,2010-01-01,spotify:track:7fyht1W6eYADS9m8aSKa8z
6965,Escaping,5577,1,1989-08-11,spotify:track:0mZP0cQEVVZaO7zsHMptfD
6966,Time of Our Lives,3990,4,2014-11-21,spotify:track:2bJvI42r8EF3wxjOuDav4r
6967,Kentucky Rain,3619,15,1969-06-17,spotify:track:1dIChAQ6MLzIsXWl6vWAqX
6968,If I Ain't Got You,5578,6,2003-01-01,spotify:track:60lJebAiPbIrnLeGev6kHX
6969,One,3061,5,2017-02-03,spotify:track:51s7AF4GLioU2tLiz3L3Jp
6970,Magic,516,1,2009-04-10,spotify:track:0JkF8ad4HwuPBSqCJBR2Nv
6971,Said I Loved You...But I Lied,5579,15,2009-03-26,spotify:track:0xAkVfVcnSkaLC4JuyZj61
6972,Fly Me To The Moon,3235,17,2015-04-17,spotify:track:2dR5WkrpwylTuT3jRWNufa
6973,Two of Hearts,5580,1,1986-08-18,spotify:track:2dURQIBrw3XcHyVZlfdpC1
6974,Give Me Everything (feat. Nayer),1752,2,2011-06-17,spotify:track:4QNpBfC0zvjKqPJcyqBy9W
6975,All For You,5581,3,2010-01-01,spotify:track:4AwNDow9qthhxu5Wu506xx
6976,Planets,4882,3,2010-01-01,spotify:track:532HJgeWZQIGef2hXD6iLd
6977,We Don't Talk Anymore - 2001 Remaster,5582,12,1979-01-01,spotify:track:3Ug96zKa29P3vICEEcYajZ
6978,Hideaway,5583,1,2014-10-17,spotify:track:51tUT1gHE30GQPhn1agudM
6979,See the Day,5584,4,1986-02-11,spotify:track:6b25xV5tO1ZUFCzg4hK7e9
6980,Come to Me (feat. Nicole Scherzinger),3822,6,2006-10-16,spotify:track:6yuvC80FcnVJNvC0DbXN9e
6981,Breaking Up the Girl - Remastered 2021,4589,8,2001-10-01,spotify:track:2iITB7MNdnEcXdd0vvJpPT
6982,"Puff, the Magic Dragon",5585,5,1963-01-01,spotify:track:3hqsBLMAqJqrhr434Z7WlA
6983,Stimulation,3856,3,1986-01-01,spotify:track:6gpi2XrYL2CGOZKkdTB7vu
6984,Ladies Night - Single Version,5586,1,2005-01-01,spotify:track:5ooXVyB1FAmkr0DM6h5HWC
6985,Straight Back Down,5840,8,2019-03-22,spotify:track:4VNu1KwwmGgHjImpQotEsn
6986,Where Do Broken Hearts Go,2276,8,2012-11-12,spotify:track:4ZSSYEQTn4fWlXzLXgWadE
6987,Don't Be so Hard on Yourself,545,5,2015-01-01,spotify:track:0sUyqewVzwv0e5tK3hS6vJ
6988,The Star,5588,2,2016-11-04,spotify:track:1wymQB1S3R9wN4GLYVhTbb
6989,Logic,5589,3,2010-01-01,spotify:track:7kzii7rGsLzjZZr0yWFAJp
6990,OK Not To Be OK,5590,1,2020-09-10,spotify:track:0zzVTGyRrWpQu8Fr28NRAv
6991,Mo Money Mo Problems,93,23,2015-10-30,spotify:track:61G2UTjb89PhHGgUssVHHz
6992,Save Your Kisses For Me,5591,2,2005-11-17,spotify:track:0E19RAvUkhjMM0rdICkidE
6993,Teardrop,5592,3,1998-01-01,spotify:track:67Hna13dNDkZvBpTXRIaOJ
6994,I Feel Love,5593,8,1977-05-13,spotify:track:1vCBk33l9HaWp5FOnhSGxk
6995,How Do You Sleep?,5594,1,2019-07-19,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y
6996,Sucker DJ (I Will Survive),5595,14,2013-07-23,spotify:track:3tsolpCMbTb6fJZEWcaVaj
6997,So Good (feat. Ty Dolla $ign),653,4,2017-03-17,spotify:track:54LGxQGf5LPXNGjtzDZ5IE
6998,(Everything I Do) I Do It For You,5596,12,1991-09-24,spotify:track:76qB2ZEZlEJAMqMqUjKusp
6999,Your Love Still Brings Me To My Knees,5597,1,1981-09-19,spotify:track:129RzsaxFpNoswR2qScwtU
7000,Girl On Fire (feat. Nicki Minaj) - Inferno Version,567,6,2012-11-26,spotify:track:3XyMPyuWwHcGMvXeJY6Qt0
7001,"I'm Not a Girl, Not Yet a Woman",3394,4,2001-10-31,spotify:track:1xg1yGPy1Y3YUf44s6TB1o
7002,Despacito - Remix,2972,13,2019-02-01,spotify:track:1vnnXMrBeEWiRg3YCMCjQq
7003,Something New,6441,4,2017-07-28,spotify:track:5C4NMi4fPpdFPnMZVsyG8H
7004,drivers license,5599,1,2021-01-08,spotify:track:7lPN2DXiMsVn7XUKtOW1CS
7005,She Wolf (Falling to Pieces) [feat. Sia],503,3,2012-12-07,spotify:track:1SgdUjvppHnIp6L7DZSnwc
7006,This Girl - Kungs Vs. Cookin' On 3 Burners,5600,1,2016-02-19,spotify:track:4AOpEhqA7zHxQjkHmRrAp7
7007,Part 3 Into Paper Walls,1443,3,2013-01-01,spotify:track:6HXefH0dZckXnlxR6IsOCp
7008,It's Like That,5601,4,2007-05-05,spotify:track:7DUHgTXBpKRHwBBFxUtBkx
7009,Soldier Boy,2939,6,2009-03-07,spotify:track:6g4Oyy8IwraOjPl7nqnROq
7010,Travelin' Man - Remastered,5602,2,1991-01-01,spotify:track:2jc4wyf3ys0zKCpxHRjEYx
7011,Have A Nice Day,5603,1,2005-09-20,spotify:track:5ZyXUaBaeZYAZqHxKX8cKL
7012,California Blue,3048,5,1989-01-01,spotify:track:5yqVF4y7dq6AgnNCHnHZEA
7013,Back Street Pick Up,4870,2,1990-07-17,spotify:track:5Pr9lNbQIshKXAmrN903Jb
7014,Why Can't This Be Love,5604,2,1986-03-24,spotify:track:0TaT50ZZxT4ytZxuqkE3A9
7015,Falling Up,5605,1,2021-03-05,spotify:track:71i3wlanzjflfYz0gkT2W8
7016,I Love You More and More Every Day - Remastered,1611,6,2018-09-28,spotify:track:5dWh5OORz9YQJVSgYAjxMl
7017,Midnight Memories,5141,4,2013-11-25,spotify:track:5wjmqUGN7vrAqFqDWrywlZ
7018,The Reason,5606,19,2010-01-01,spotify:track:5hovMibWoLF2nfgqLWUFys
7019,Time (Clock Of The Heart) - Remastered 2003,5607,14,2002-01-01,spotify:track:1tlrAb0CNqn2e8EMb4MWLW
7020,See You Again (feat. Charlie Puth),2868,13,2016-01-29,spotify:track:66CFbqJScx6zRieGllITcs
7021,Price Tag,5608,1,2011-01-01,spotify:track:5mvKuE9Lf9ARVXVXA32kK9
7022,Eyes Closed,5609,1,2023-03-24,spotify:track:07bsRv0pcpbG4zJeLsUs1p
7023,How To Be Lonely,5610,1,2020-03-13,spotify:track:2N5Z5iUkZlSI0d5h1OdnJH
7024,Beating Heart,6995,13,2014-01-01,spotify:track:7sBXn81KPG6oUnlYobdUU3
7025,Let The Four Winds Blow - Remastered 2002,2563,30,2007-01-01,spotify:track:16wsaPpSfcvo9ysLD8BZ4o
7026,How Do You Do It? - Mono,5611,1,1997-10-13,spotify:track:601a0vnyLYe7pzLKVjKSha
7027,BED,5612,1,2021-02-26,spotify:track:7jXQUrVhEpXdymfFWNDnQW
7028,Escape (The Pina Colada Song),5613,1,1979-01-01,spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ
7029,Hurts So Good,5614,1,2016-05-06,spotify:track:4rKHs4JtVYxsYen2eHIW6b
7030,bury a friend,5615,1,2019-01-30,spotify:track:4NzMOnvSJVNKF7nw5NkXIP
7031,Prisoner of Society,5616,8,2004-01-01,spotify:track:6uTiOi9lpAFlHSTO2lGdDN
7032,A-Punk,5617,3,2008-01-27,spotify:track:5dKBaysNJtfpyNTRa5lqDb
7033,Mission Bell,5618,1,2014-07-30,spotify:track:2eRRz39GFils5PAGKaxA3V
7034,Saturday Night at the Movies,5619,11,1965-01-01,spotify:track:0jrdWPwYjUZvqfJcwE8ddh
7035,Bad Medicine,526,6,2010-01-01,spotify:track:7Le8BxBqidxMRbK6QS6DRt
7036,Daydream Believer,5620,5,1968-04-22,spotify:track:7uEcCGtM1FBBGIhPozhJjv
7037,Living In A Child's Dream,1404,8,1988-01-01,spotify:track:43y6vqEvGUO3PxWanyTkOB
7038,Love An Adventure,1889,1,1985-01-01,spotify:track:4MI4quuVmbAO7Ry0jfsdwt
7039,Kissin' Cousins - 2003 Sony Remaster,5621,2,2007-04-01,spotify:track:7edh8OtYc5f45mstsWWQ9y
7040,Unbelievable,5622,6,1991-05-07,spotify:track:2ENmkocNNewTRbuNd6WJpR
7041,Run to You,2564,4,1992-11-17,spotify:track:6M1M6cRtVkm5d0qTzkSEuK
7042,Hell No!,2162,2,2008-11-08,spotify:track:6DxlDrnHdlzFOu1oR0qLlR
7043,"I Can't Help Myself (Sugar Pie, Honey Bunch)",5623,1,1965-01-01,spotify:track:3e6KjCq67doBTbCeJTPQSi
7044,Reuben James,5624,2,2016-09-23,spotify:track:6zaFfXE88Jq9iKSRYecPOV
7045,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",5625,1,2015-04-14,spotify:track:4rkUEE5iTzG0szS8k8QzqR
7046,I Wanna Be the Only One (feat. Bebe Winans),5626,1,2002-12-23,spotify:track:5CNtRWCtAfWivjpjr8QdR2
7047,Hungry Like the Wolf - 2009 Remaster,5627,4,1982-05-10,spotify:track:39lSeqnyjZJejRuaREfyLL
7048,Coz I Luv You,2406,9,1973-09-28,spotify:track:3ZVmFxCCAq2LNf5TTSV3Xc
7049,Somebody Dance with Me,5628,4,2014-05-02,spotify:track:3cOnQmSQuEUie603kZp82h
7050,Blame It on Me,1277,1,2014-06-27,spotify:track:2Zgnaip1c876zmBhz9HifI
7051,Apeman - 2014 Remastered Version,5629,11,2014-10-20,spotify:track:1NXUWyPJk5kO6DQJ5t7bDu
7052,Lily Was Here (feat. Candy Dulfer),5630,1,1990-06-08,spotify:track:5HVqftYQ37bJx3y0SI4obk
7053,Turn Me On (feat. Nicki Minaj),503,2,2012-12-07,spotify:track:6T27IN7Ai94BeDv6PPCmoC
7054,Where Or When,5631,3,2001-01-01,spotify:track:0iIjVWXhhx8cTdbu1iGhQn
7055,My Own Way - 2009 Remaster,5627,2,1982-05-10,spotify:track:3rbIgWZMXLqOdqpY7XuzVz
7056,I Miss You (feat. Julia Michaels),5632,1,2017-10-26,spotify:track:2xmrfQpmS2iJExTlklLoAL
7057,Rock & Roll I Gave You The Best Years Of My Life,5633,1,1972-01-01,spotify:track:5IJlLmqmyWRL69uKGMFND3
7058,Because I Love You (The Postman Song),5634,1,2014-02-04,spotify:track:6GWAYg3cZzizs3FAJzdydD
7059,Let Go,1040,3,2018-04-13,spotify:track:7vG82J1r7cMoecuQb19sRL
7060,Sealed with a Kiss,5635,14,2004-06-22,spotify:track:2W5UG7uGle3SlZiyzEGxls
7061,Omen - Radio Edit,5636,1,2015-07-27,spotify:track:3jEPu6FD1icy9cLllhB2XK
7062,The Loco-Motion,5637,1,2001-09-20,spotify:track:4VnQbiXRieYrTnHRx6xwmM
7063,edamame,5638,1,2021-07-24,spotify:track:1uMHCAyGmHqyygoNRuo7MV
7064,Redbone,5639,6,2016-12-02,spotify:track:1xb5aS8n5nOlX5JHNXsPQE
7065,Ben - Single Version,5640,1,1972-08-04,spotify:track:3vZMkLS1jP7NdNhzqGfUSW
7066,The Zephyr Song,5641,6,2002-07-09,spotify:track:2UaJHs6wlASNl7q34j7hK1
7067,Under Pressure - Remastered 2011,5642,11,1982-05-03,spotify:track:11IzgLRXV7Cgek3tEgGgjw
7068,The Buzz (feat. Mataya & Young Tapz),5643,12,2016-09-02,spotify:track:7DKRk5tOvt5FKPPbpGjAlv
7069,Mustang Sally,4760,1,1991-01-01,spotify:track:1XlCCgKKrQQfXaDyv4GrZe
7070,"Me, Myself & I",5644,3,2015-12-04,spotify:track:40YcuQysJ0KlGQTeGUosTC
7071,Hurricane,5645,4,2013-01-01,spotify:track:0PZbaGIEj3L7ZsWhuNhtpR
7072,Body II Body,2671,2,2000-01-01,spotify:track:29mlXUONiZNuHn7euEes7v
7073,Centuries,5646,3,2015-01-16,spotify:track:04aAxqtGp5pv12UXAg4pkq
7074,Señorita,1325,1,2002-11-04,spotify:track:0aj2QKJvz6CePykmlTApiD
7075,Love & Pride,5647,2,1984-09-26,spotify:track:3oGcHyoXwBMIAXkgIzLoQn
7076,Original Sin,2407,1,2011-01-01,spotify:track:1jM23jASF0JrhgqYhqCZfl
7077,Body,5648,1,2018-04-13,spotify:track:1Cae1YAN5Tf4CPfnWz3nmj
7078,The Business,5649,1,2020-09-16,spotify:track:6f3Slt0GbA2bPZlz0aIFXN
7079,You Ain't Seen Nothing Yet,5650,1,1993-01-01,spotify:track:4Ich2datyOWMWvdNjksBDT
7080,Dakota,5651,1,2008-01-01,spotify:track:2hDUKHUVdVgEjF5XqgsqXk
7081,Blackout,5652,3,2011-07-12,spotify:track:3Yr4gXagnFlMVGpMWAkOPa
7082,The Sound Of Breaking Up,1315,4,2001-01-01,spotify:track:4KNLGKJyx4PzvgOxHcHDjv
7083,Thrift Shop (feat. Wanz),1646,3,2012-10-09,spotify:track:37rKwjBHaZurlyPYy3Nqvz
7084,Gold,5653,1,2015-10-26,spotify:track:6WhzFzROw3aq3rPWjgYlxr
7085,Paris,5654,1,2017-01-13,spotify:track:15vzANxN8G9wWfwAJLLMCg
7086,Tragedy,5655,1,1998-01-01,spotify:track:3gmNmsgAgh5usicOQt6QsL
7087,The Show,5656,1,2008-09-23,spotify:track:1mHoqHeQClLBp5UO3TbUac
7088,Psycho,5657,1,2020-04-06,spotify:track:4oST8HiZTBrgJLHBMpbVUW
7089,One Perfect Day,5658,6,1982-08-01,spotify:track:523uk3CDXUNSXPAMqFvibP
7090,Hey Joe,5659,4,1997-09-16,spotify:track:3VMMmMR4IYL28n7oKHyUoD
7091,Nobody but Me,251,3,2016-10-21,spotify:track:5G3UfEFiR4MUqkC8ETbzeR
7092,The Power Of Love,5660,3,2006-01-01,spotify:track:2olVm1lHicpveMAo4AUDRB
7093,Say So,5661,5,2019-11-07,spotify:track:3Dv1eDb0MEgF93GpLXlucZ
7094,The Best We Got,4233,1,2012-09-14,spotify:track:468JfxVVGA2K9vnXjhCs1B
7095,Higher Ground,5662,5,1973-08-03,spotify:track:0dMd4rilfd6gPbXaLpNYhu
7096,Glory Days,1719,10,1984-06-04,spotify:track:2Y90nL1ohB4sgYELDs7uNx
7097,Ring My Bell,5663,2,1989-10-30,spotify:track:0UPeIcv7JDE1U7K0OHkmQH
7098,Try to Remember,5664,5,2011-10-01,spotify:track:0fvdqmk2HiMWQUmtTh5LLa
7099,Can't You See That She's Mine - 2019 - Remaster,5665,1,1964-06-01,spotify:track:5AI0igDZhr8Au7Y4f3sczL
7100,I Wanna Love You Forever,4052,1,1999-11-16,spotify:track:5gZEhPrN1VLqTG1nIAXeNK
7101,"Shout, Pts. 1 & 2",5666,11,1959-08-21,spotify:track:2ZNTPtYmAhN9vCwnAgqKn1
7102,Hey There Lonely Girl,5667,5,1977-06-07,spotify:track:7nUkkGRaX3SXnSxKkyiTJY
7103,Mr. Know It All,7276,1,2011-10-24,spotify:track:7CHIJREUYyM7vndBQE6iMy
7104,Harder to Breathe,5669,1,2020-02-21,spotify:track:6ZLlbkFj2prfzpgwft5Pzg
7105,If I Were A Carpenter,5670,4,1982-01-01,spotify:track:2StkTuGOTc5wM7RaflLclm
7106,It's a Heartache,5671,1,2006-07-07,spotify:track:2pag2vElkdroT8hIO4Gozi
7107,This Ole House,5672,11,1981-03-30,spotify:track:1Fovcw2l65GDnf3utzqdGC
7108,I'd Do Anything For Love (But I Won't Do That) - Single Edit,5673,2,1993-01-01,spotify:track:391CwgcBxvUHmEKda2b5In
7109,Always,5674,1,2020-02-28,spotify:track:1BHyi5tS67s00jDSlGQXg4
7110,Love Again,2109,8,2021-02-11,spotify:track:5CSKbHjpqborGnlzagyaDo
7111,With Ur Love (feat. Mike Posner),5675,1,2011-10-30,spotify:track:1PQX5xpQsXNG3s4i5xpwgG
7112,Only for Sheep,5676,1,2005-02-21,spotify:track:0FgGs3zjTJAv42bwcgeXN5
7113,You Can't Always Get What You Want,5677,9,1969-12-05,spotify:track:72WZtWs6V7uu3aMgMmEkYe
7114,Breakaway,7033,1,2004-01-01,spotify:track:6UlOSPVKXHM32ZRecNlgOw
7115,Style,5678,1,2021-07-02,spotify:track:7ADMneN05dG5QwUlAEzy85
7116,Instruction,5679,13,2017-09-29,spotify:track:7tAqJLfHwLyyaYHbqeqBQ1
7117,Fast Fuse,2091,4,2009-01-01,spotify:track:1ZZMu5cxiU4eFUNVwMnCJq
7118,Fast Car,5680,14,2023-03-24,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT
7119,Sweet Surrender,3408,11,2013-11-25,spotify:track:2Q1M18Ksr50i8mjXgl2UDW
7120,Poison & Wine,5681,5,2012-03-05,spotify:track:5eAZSmWJjKNnMposeGbcCh
7121,"Lemonade (feat. Gunna, Don Toliver & NAV)",5682,17,2020-08-28,spotify:track:7hxHWCCAIIxFLCzvDgnQHX
7122,Blue (Da Ba Dee),3388,4,1999-01-01,spotify:track:5FgtdSf7I5lClThz2ptWvl
7123,Light My Fire,2870,8,2012-10-17,spotify:track:4nOLOVczHzCMXZOtSlvZgV
7124,Flashing Lights,3081,6,2013-01-01,spotify:track:2Ap8HfVsL7gDHFBvhQAYAb
7125,From a Distance,5683,7,1990-01-01,spotify:track:48eiLW57CqSmCYNZRM2J8M
7126,Ring Of Fire,5684,4,1968-01-01,spotify:track:3DKr9CKd9yOuqOEiMA8Ux7
7127,Hello Mary Lou (Goodbye Heart),5685,8,2008-01-01,spotify:track:0IMS1Za69G3KHMX4liB2Nr
7128,I Remember You,5686,10,1989-01-24,spotify:track:4ZpXHlV2vQVfPXUvbDSZ92
7129,Post Malone (feat. RANI),5687,2,2019-08-16,spotify:track:36orMWv2PgvnzXsd5CJ0yL
7130,If U Seek Amy,1284,6,2008-12-02,spotify:track:2hdy9Wt9qp7M7d0U3ossu2
7131,He Ain't Heavy He's My Brother,3554,20,1978-07-01,spotify:track:6f5sSC3ORfpUMYtE4J06VW
7132,Breaking up Is Hard to Do,1901,11,1974-01-01,spotify:track:21kduC12lDUqlqnYKUsDXW
7133,Baby Blue,5688,2,2006-02-13,spotify:track:5Kt64y0teh7Y23o8JHNC8l
7134,Bang Bang,5689,2,2021-02-12,spotify:track:2dy2C0StZ3yiEeb0Aoolcn
7135,On & On,4719,4,2013-11-08,spotify:track:7LoVbAV8iBUWJJ5g17Lsor
7136,Mouldy Old Dough,5538,1,2008-05-04,spotify:track:1CRtPEP5cePJIhlsjvwj8F
7137,You Found Me,5690,1,2008-11-21,spotify:track:2zjDv3FWXNdGEmXmIYf1yV
7138,Clocks,4223,5,2002-08-27,spotify:track:0BCPKOYdS2jbQ8iyB56Zns
7139,Only Girl (In The World),1019,5,2010-11-16,spotify:track:0AH6WMe3OlAlUb5miXt2FQ
7140,What's New Pussycat?,5691,1,1966-01-01,spotify:track:4HjwGX3pJKJTeOSDpT6GCo
7141,Officially Missing You,5692,3,2004-01-01,spotify:track:4IFYR5smTnHYCLP82AiDrJ
7142,Love Shack,739,4,1989-06-23,spotify:track:4W4wYHtsrgDiivRASVOINL
7143,If You Don't Mean It,5693,1,2007-05-26,spotify:track:1PvunFPBDQKAefclw33Oqh
7144,Stay Awake - Radio Edit,5694,1,2011-08-26,spotify:track:6j3FBU8OVNAJ0axmcd3fsS
7145,We Connect,5580,2,1986-08-18,spotify:track:2xPbEhd1ilXNzIYUYEBUuL
7146,"Back in Time - featured in ""Men In Black 3""",5089,4,2012-11-16,spotify:track:42B7tsc3N17lBufA1tcTWa
7147,Back for Good - Radio Mix,5695,2,1995-01-01,spotify:track:24fQpRwKFkC3Fe8QtvvrNw
7148,Radioactive,6177,1,2012-09-04,spotify:track:4G8gkOterJn0Ywt6uhqbhp
